A Portrait of the Artist as a Young Man	https://web.archive.org/web/20200122045737/http://www.bookwolf.com/Free_Booknotes/A_Portrait_of_an_artist_as_a_y/a_portrait_of_an_artist_as_a_y.html
A Tale of Two Cities	https://web.archive.org/web/20210417043309/http://www.bookwolf.com/Free_Booknotes/A_Tale_of_Two_Cities/a_tale_of_two_cities.html
Frankenstein	https://web.archive.org/web/20210415211604/http://www.bookwolf.com/Free_Booknotes/Frankenstein_by_Mary_Shelley/frankenstein_by_mary_shelley.html
Great Expectations	https://web.archive.org/web/20210411195911/http://www.bookwolf.com/Free_Booknotes/Great_Expectations/great_expectations.html
Heart of Darkness	https://web.archive.org/web/20210410120442/http://www.bookwolf.com/Free_Booknotes/Heart_of_Darkness/heart_of_darkness.html
Huckleberry Finn	https://web.archive.org/web/20210410165236/http://www.bookwolf.com/Free_Booknotes/Huckleberry_Finn/huckleberry_finn.html
Jane Eyre	https://web.archive.org/web/20210415204208/http://www.bookwolf.com/Free_Booknotes/Jane_Eyre_by_Charlotte_Bronte/jane_eyre.html
Pride and Prejudice	https://web.archive.org/web/20210412044738/http://www.bookwolf.com/Free_Booknotes/Pride___Prejudice/pride___prejudice.html
Wuthering Heights	https://web.archive.org/web/20210410172008/http://www.bookwolf.com/Free_Booknotes/Wuthering_Heights/wuthering_heights.html
The Awakening	https://web.archive.org/web/20210410180243/http://www.bookwolf.com/Free_Booknotes/The_Awakening/the_awakening.html
The Scarlet Letter	https://web.archive.org/web/20210410052500/http://www.bookwolf.com/Free_Booknotes/The_Scarlet_Letter/the_scarlet_letter.html
The Call of the Wild	https://web.archive.org/web/20210412024559/http://www.bookwolf.com/Free_Booknotes/CallofTheWild/index.html
